# Temp_mean_R,Temp_mean_S, mass_mean, normalized_mass_mean, masslossrate_mean, normlized_masslossrate_mean, reacr_mean
4.133330000000000126e+01, 4.182322500000000076e+01, 9.591897499999998189e+00, 9.965895120612567881e-01, -3.776249999999592433e-03, -3.923489742171364244e-04, 1.307829914057312415e-04
4.166669999999999874e+01, 4.216474999999999795e+01, 9.590637499999999704e+00, 9.964585991959769018e-01, -3.817499999996698534e-03, -3.966348120682647218e-04, 1.322116040227694356e-04
4.200000000000000000e+01, 4.250034999999999741e+01, 9.589352500000000390e+00, 9.963250888532112493e-01, -3.944999999999865281e-03, -4.098819472457378090e-04, 1.366273157485942136e-04
4.233330000000000126e+01, 4.283279999999999177e+01, 9.588007499999999794e+00, 9.961853445644797134e-01, -4.042500000001503224e-03, -4.200121094401946349e-04, 1.400040364800680948e-04
4.266669999999999874e+01, 4.316494999999999749e+01, 9.586657499999999388e+00, 9.960450807802511131e-01, -4.080000000000083560e-03, -4.239083256686189383e-04, 1.413027752228401823e-04
4.300000000000000000e+01, 4.350404999999999234e+01, 9.585287499999999739e+00, 9.959027390140340330e-01, -4.151249999998718465e-03, -4.313111365027634970e-04, 1.437703788342292732e-04
4.333330000000000126e+01, 4.383545000000000869e+01, 9.583890000000000242e+00, 9.957575400225826545e-01, -4.263749999999788542e-03, -4.429997851885900009e-04, 1.476665950628786028e-04
4.366669999999999874e+01, 4.416147499999999582e+01, 9.582444999999999879e+00, 9.956074058239082758e-01, -4.413749999999438955e-03, -4.585846501028408083e-04, 1.528615500343000200e-04
4.400000000000000000e+01, 4.449432500000000346e+01, 9.580947500000000616e+00, 9.954518169225140545e-01, -4.477500000001022329e-03, -4.652082176915773790e-04, 1.550694058972124090e-04
4.433330000000000126e+01, 4.482800000000000296e+01, 9.579459999999999198e+00, 9.952972670121138510e-01, -4.477500000001022329e-03, -4.652082176915773790e-04, 1.550694058972124090e-04
4.466669999999999874e+01, 4.515412500000000051e+01, 9.577962499999999935e+00, 9.951416781107196297e-01, -4.541249999997276632e-03, -4.718317852797602476e-04, 1.572772617599027534e-04
