18.11.2018,00:00:46,0.0128,1.75
18.11.2018,00:01:46,0.0294,1.72
18.11.2018,00:02:46,0.0461,1.71
18.11.2018,00:03:46,0.0628,1.74
18.11.2018,00:04:46,0.0794,1.73
18.11.2018,00:05:46,0.0961,1.73
18.11.2018,00:06:46,0.1128,1.77
18.11.2018,00:07:46,0.1294,1.82
18.11.2018,00:08:46,0.1461,1.88
18.11.2018,00:09:46,0.1628,1.85
18.11.2018,00:10:46,0.1794,1.83
18.11.2018,00:11:46,0.1961,1.87
18.11.2018,00:12:46,0.2128,1.84
18.11.2018,00:13:46,0.2294,1.95
18.11.2018,00:14:46,0.2461,1.96
18.11.2018,00:15:46,0.2628,1.93
18.11.2018,00:16:46,0.2794,1.91
18.11.2018,00:17:46,0.2961,1.84
18.11.2018,00:18:46,0.3128,1.84
18.11.2018,00:19:46,0.3294,1.76
18.11.2018,00:20:46,0.3461,1.75
18.11.2018,00:21:46,0.3628,1.74
18.11.2018,00:22:46,0.3794,1.7
18.11.2018,00:23:46,0.3961,1.69
18.11.2018,00:24:46,0.4128,1.68
18.11.2018,00:25:46,0.4294,1.62
18.11.2018,00:26:46,0.4461,1.56
18.11.2018,00:27:46,0.4628,1.54
18.11.2018,00:28:46,0.4794,1.5
18.11.2018,00:29:46,0.4961,1.46
18.11.2018,00:30:46,0.5128,1.41
18.11.2018,00:31:46,0.5294,1.34
18.11.2018,00:32:46,0.5461,1.28
18.11.2018,00:33:46,0.5628,1.23
18.11.2018,00:34:46,0.5794,1.21
18.11.2018,00:35:46,0.5961,1.19
18.11.2018,00:36:46,0.6128,1.23
18.11.2018,00:37:46,0.6294,1.23
18.11.2018,00:38:46,0.6461,1.19
18.11.2018,00:39:46,0.6628,1.17
18.11.2018,00:40:46,0.6794,1.15
18.11.2018,00:41:46,0.6961,1.14
18.11.2018,00:42:46,0.7128,1.12
18.11.2018,00:43:46,0.7294,1.16
18.11.2018,00:44:46,0.7461,1.15
18.11.2018,00:45:46,0.7628,1.13
18.11.2018,00:46:46,0.7794,1.11
18.11.2018,00:47:46,0.7961,1.07
18.11.2018,00:48:46,0.8128,1.05
18.11.2018,00:49:46,0.8294,0.96
18.11.2018,00:50:46,0.8461,0.9
18.11.2018,00:51:46,0.8628,0.86
18.11.2018,00:52:46,0.8794,0.79
18.11.2018,00:53:46,0.8961,0.74
18.11.2018,00:54:46,0.9128,0.75
18.11.2018,00:55:46,0.9294,0.77
18.11.2018,00:56:46,0.9461,0.74
18.11.2018,00:57:46,0.9628,0.72
18.11.2018,00:58:46,0.9794,0.77
18.11.2018,00:59:46,0.9961,0.79
18.11.2018,01:00:46,1.0128,0.9
18.11.2018,01:01:46,1.0294,0.95
18.11.2018,01:02:46,1.0461,0.98
18.11.2018,01:03:46,1.0628,1.
18.11.2018,01:04:46,1.0794,1.1
18.11.2018,01:05:46,1.0961,1.07
18.11.2018,01:06:46,1.1128,1.09
18.11.2018,01:07:46,1.1294,1.05
18.11.2018,01:08:46,1.1461,1.04
18.11.2018,01:09:46,1.1628,1.04
18.11.2018,01:10:46,1.1794,1.05
18.11.2018,01:11:46,1.1961,1.04
18.11.2018,01:12:46,1.2128,1.01
