30.10.2018,13:18:55,13.3153,5.25
30.10.2018,13:19:55,13.3319,5.2
30.10.2018,13:20:55,13.3486,5.2
30.10.2018,13:21:55,13.3653,5.16
30.10.2018,13:22:55,13.3819,5.16
30.10.2018,13:23:55,13.3986,5.2
30.10.2018,13:24:55,13.4153,5.19
30.10.2018,13:25:55,13.4319,5.19
30.10.2018,13:26:55,13.4486,5.22
30.10.2018,13:27:55,13.4653,5.23
30.10.2018,13:28:55,13.4819,5.22
30.10.2018,13:29:55,13.4986,5.18
30.10.2018,13:30:55,13.5153,5.19
30.10.2018,13:31:55,13.5319,5.22
30.10.2018,13:32:55,13.5486,5.22
30.10.2018,13:33:55,13.5653,5.22
30.10.2018,13:34:55,13.5819,5.23
30.10.2018,13:35:55,13.5986,5.22
30.10.2018,13:36:55,13.6153,5.25
30.10.2018,13:37:55,13.6319,5.26
30.10.2018,13:38:55,13.6486,5.27
30.10.2018,13:39:55,13.6653,5.26
30.10.2018,13:40:55,13.6819,5.26
30.10.2018,13:41:55,13.6986,5.3
30.10.2018,13:42:55,13.7153,5.3
30.10.2018,13:43:55,13.7319,5.27
30.10.2018,13:44:55,13.7486,5.27
30.10.2018,13:45:55,13.7653,5.32
30.10.2018,13:46:55,13.7819,5.34
30.10.2018,13:47:55,13.7986,5.37
30.10.2018,13:48:55,13.8153,5.39
30.10.2018,13:49:55,13.8319,5.34
30.10.2018,13:50:55,13.8486,5.34
30.10.2018,13:51:55,13.8653,5.34
30.10.2018,13:52:55,13.8819,5.33
30.10.2018,13:53:55,13.8986,5.33
30.10.2018,13:54:55,13.9153,5.35
30.10.2018,13:55:55,13.9319,5.35
30.10.2018,13:56:55,13.9486,5.34
30.10.2018,13:57:55,13.9653,5.34
30.10.2018,13:58:55,13.9819,5.34
30.10.2018,13:59:55,13.9986,5.28
30.10.2018,14:00:55,14.0153,5.28
30.10.2018,14:01:55,14.0319,5.29
30.10.2018,14:02:55,14.0486,5.3
30.10.2018,14:03:55,14.0653,5.3
30.10.2018,14:04:55,14.0819,5.33
30.10.2018,14:05:55,14.0986,5.28
30.10.2018,14:06:55,14.1153,5.26
30.10.2018,14:07:55,14.1319,5.28
30.10.2018,14:08:55,14.1486,5.24
30.10.2018,14:09:55,14.1653,5.21
30.10.2018,14:10:55,14.1819,5.22
30.10.2018,14:11:55,14.1986,5.19
30.10.2018,14:12:55,14.2153,5.2
30.10.2018,14:13:55,14.2319,5.15
30.10.2018,14:14:55,14.2486,5.13
30.10.2018,14:15:55,14.2653,5.14
30.10.2018,14:16:55,14.2819,5.16
30.10.2018,14:17:55,14.2986,5.16
30.10.2018,14:18:55,14.3153,5.12
30.10.2018,14:19:55,14.3319,5.1
30.10.2018,14:20:55,14.3486,5.17
30.10.2018,14:21:55,14.3653,5.13
30.10.2018,14:22:55,14.3819,5.08
30.10.2018,14:23:55,14.3986,5.05
30.10.2018,14:24:55,14.4153,5.05
30.10.2018,14:25:55,14.4319,5.02
30.10.2018,14:26:55,14.4486,5.02
30.10.2018,14:27:55,14.4653,5.
30.10.2018,14:28:55,14.4819,4.94
30.10.2018,14:29:55,14.4986,4.94
30.10.2018,14:30:55,14.5153,4.92
30.10.2018,14:31:55,14.5319,4.94
30.10.2018,14:32:55,14.5486,4.92
30.10.2018,14:33:55,14.5653,4.9
30.10.2018,14:34:55,14.5819,4.85
30.10.2018,14:35:55,14.5986,4.75
30.10.2018,14:36:55,14.6153,4.65
30.10.2018,14:37:55,14.6319,4.56
30.10.2018,14:38:55,14.6486,4.51
30.10.2018,14:39:55,14.6653,4.46
30.10.2018,14:40:55,14.6819,4.43
30.10.2018,14:41:55,14.6986,4.4
