15.11.2018,00:00:46,6.73
15.11.2018,00:01:46,6.69
15.11.2018,00:02:46,6.68
15.11.2018,00:03:46,6.73
15.11.2018,00:04:46,6.71
15.11.2018,00:05:46,6.7
15.11.2018,00:06:46,6.7
15.11.2018,00:07:46,6.68
15.11.2018,00:08:46,6.67
15.11.2018,00:09:46,6.64
15.11.2018,00:10:46,6.68
15.11.2018,00:11:46,6.72
15.11.2018,00:12:46,6.75
15.11.2018,00:13:46,6.73
15.11.2018,00:14:46,6.72
15.11.2018,00:15:46,6.68
15.11.2018,00:16:46,6.67
15.11.2018,00:17:46,6.69
15.11.2018,00:18:46,6.68
15.11.2018,00:19:46,6.64
15.11.2018,00:20:46,6.65
15.11.2018,00:21:46,6.64
15.11.2018,00:22:46,6.64
15.11.2018,00:23:46,6.62
15.11.2018,00:24:46,6.61
15.11.2018,00:25:46,6.62
15.11.2018,00:26:46,6.6
15.11.2018,00:27:46,6.61
15.11.2018,00:28:46,6.6
15.11.2018,00:29:46,6.61
15.11.2018,00:30:46,6.59
15.11.2018,00:31:46,6.59
15.11.2018,00:32:46,6.6
15.11.2018,00:33:46,6.61
15.11.2018,00:34:46,6.6
15.11.2018,00:35:46,6.59
15.11.2018,00:36:46,6.57
15.11.2018,00:37:46,6.55
15.11.2018,00:38:46,6.57
15.11.2018,00:39:46,6.59
15.11.2018,00:40:46,6.6
15.11.2018,00:41:46,6.6
15.11.2018,00:42:46,6.58
15.11.2018,00:43:46,6.57
15.11.2018,00:44:46,6.6
15.11.2018,00:45:46,6.61
15.11.2018,00:46:46,6.61
15.11.2018,00:47:46,6.6
15.11.2018,00:48:46,6.58
15.11.2018,00:49:46,6.56
15.11.2018,00:50:46,6.54
15.11.2018,00:51:46,6.53
15.11.2018,00:52:46,6.56
15.11.2018,00:53:46,6.56
15.11.2018,00:54:46,6.59
15.11.2018,00:55:46,6.6
15.11.2018,00:56:46,6.63
15.11.2018,00:57:46,6.63
15.11.2018,00:58:46,6.64
15.11.2018,00:59:46,6.62
15.11.2018,01:00:46,6.61
15.11.2018,01:01:46,6.64
15.11.2018,01:02:46,6.63
15.11.2018,01:03:46,6.62
