# Daten aus TC01.csv skaliert auf den Beriech0 bis 1
# originales Min / Max:20.1/31.1
 0.00
 0.00
 0.00
 0.01
 0.01
 0.01
 0.01
 0.01
 0.01
 0.00
 0.01
 0.01
 0.00
 0.01
 0.00
 0.01
 0.01
 0.01
 0.03
 0.03
 0.04
 0.05
 0.05
 0.06
 0.07
 0.09
 0.10
 0.12
 0.14
 0.15
 0.17
 0.19
 0.22
 0.24
 0.26
 0.28
 0.31
 0.34
 0.36
 0.39
 0.42
 0.45
 0.47
 0.51
 0.54
 0.56
 0.59
 0.63
 0.65
 0.68
 0.71
 0.74
 0.76
 0.78
 0.81
 0.83
 0.85
 0.86
 0.88
 0.89
 0.91
 0.93
 0.94
 0.95
 0.96
 0.96
 0.96
 0.97
 0.98
 0.98
 0.98
 0.98
 0.98
 0.98
 0.99
 1.00
 0.99
 0.99
 0.99
 0.99
 0.99
 0.98
 0.97
 0.97
 0.97
 0.95
 0.95
 0.95
 0.94
 0.93
 0.93
 0.92
 0.91
 0.90
 0.89
 0.88
 0.88
 0.86
 0.85
 0.85
 0.84
 0.83
 0.82
 0.81
 0.79
 0.79
 0.79
 0.77
 0.76
 0.75
 0.75
 0.74
 0.73
 0.72
 0.71
 0.71
 0.69
 0.68
 0.67
 0.66
 0.65
 0.64
 0.64
 0.62
 0.60
 0.59
 0.59
 0.58
 0.56
 0.56
 0.55
 0.54
 0.54
 0.53
 0.52
 0.51
 0.50
 0.49
 0.48
 0.47
 0.46
 0.45
 0.45
 0.44
 0.43
 0.42
 0.42
 0.41
 0.40
 0.39
 0.38
 0.38
